class_id,tier,model,url,canary,solved,time_to_solve_ms,requests_to_solve,total_requests,started_at,solve_method,solve_path,solve_query,collected_at,error
wstg-lfi-4.7.11.1,0,validator-baseline,https://kiln-barley-mutual-150648.fly.dev,pr_deb85b98b78efc88da071cc9,false,,,49,2026-05-29T08:52:46.996Z,,,,2026-05-29T09:01:58.125Z,
